Accel_X,Accel_Y,Accel_Z,Fall_Indicator,Event_ID,Window_Number
-4.5,-1.94,-6.29,0,2,5
-5.48,-1.49,-6.5,0,2,5
-5.34,0.32,-3.61,0,2,5
-6.96,1.32,-3.11,0,2,5
-6.96,1.61,-3.56,0,2,5
-10.06,-0.59,-3.0,0,2,5
-12.75,-3.94,-6.88,0,2,5
-11.68,-7.47,-10.86,0,2,5
-12.4,-13.1,-11.64,0,2,5
-13.45,-12.95,-12.66,0,2,5
-12.25,-7.76,-11.64,0,2,5
-9.43,-0.65,-6.6,0,2,5
-10.35,6.12,-2.66,0,2,5
-10.16,12.49,5.7,0,2,5
-5.22,14.48,10.22,0,2,5
-11.67,9.98,11.41,0,2,5
-15.11,6.1,4.52,0,2,5
-5.14,0.59,14.34,0,2,5
-2.44,-1.45,18.21,0,2,5
-2.5,-0.04,19.62,0,2,5
-3.1,1.01,19.62,0,2,5
-2.64,1.08,19.62,0,2,5
-0.76,-2.25,19.62,0,2,5
-0.39,-3.51,17.5,0,2,5
-1.96,0.74,14.79,0,2,5
-2.18,0.46,12.61,0,2,5
0.08,-2.24,9.91,0,2,5
0.87,-2.28,8.62,0,2,5
-0.59,-0.79,6.36,0,2,5
0.3,0.67,5.44,0,2,5
0.56,1.11,5.85,0,2,5
-0.12,0.43,4.5,0,2,5
-0.65,-1.4,3.11,0,2,5
0.04,-2.4,3.07,0,2,5
0.12,-3.35,3.71,0,2,5
-0.17,-3.42,4.62,0,2,5
-0.03,-3.65,5.72,0,2,5
-1.13,-3.52,6.36,0,2,5
-3.65,-3.83,7.19,0,2,5
-4.39,-4.7,8.55,0,2,5
-5.05,-5.48,9.32,0,2,5
-5.25,-6.28,9.56,0,2,5
-7.11,-6.56,9.17,0,2,5
-7.95,-6.6,9.41,0,2,5
-7.66,-6.56,8.27,0,2,5
-7.59,-6.1,8.34,0,2,5
-7.53,-5.24,7.55,0,2,5
-7.46,-4.59,6.61,0,2,5
-6.81,-4.15,5.96,0,2,5
-6.55,-3.91,5.56,0,2,5
-6.76,-3.8,5.09,0,2,5
-5.93,-3.86,5.19,0,2,5
-5.86,-3.34,4.88,0,2,5
-5.54,-3.08,4.86,0,2,5
-5.31,-2.8,5.2,0,2,5
-5.15,-3.15,5.06,0,2,5
-5.31,-3.52,4.84,0,2,5
-5.53,-3.8,4.84,0,2,5
-5.71,-4.24,5.51,0,2,5
-5.39,-4.9,6.42,0,2,5
-5.36,-5.56,6.67,0,2,5
-5.13,-5.76,6.72,0,2,5
-5.16,-5.55,6.72,0,2,5
-5.08,-5.09,7.08,0,2,5
-4.72,-4.67,7.67,0,2,5
-4.91,-4.44,7.54,0,2,5
-5.02,-4.49,7.46,0,2,5
-5.03,-4.39,7.52,0,2,5
-4.67,-4.15,7.62,0,2,5
-4.44,-3.69,7.96,0,2,5
-3.76,-3.28,8.37,0,2,5
-3.98,-3.23,8.28,0,2,5
-4.34,-3.59,7.86,0,2,5
-4.85,-3.82,6.67,0,2,5
-4.8,-3.84,6.57,0,2,5
-4.48,-3.91,7.33,0,2,5
-3.95,-3.9,6.9,0,2,5
-4.51,-3.81,6.59,0,2,5
-4.13,-3.91,6.87,0,2,5
-4.65,-3.58,7.1,0,2,5
-5.35,-3.09,6.9,0,2,5
-5.37,-2.93,7.21,0,2,5
-6.01,-3.68,6.74,0,2,5
-5.56,-4.39,7.05,0,2,5
-5.88,-3.95,7.34,0,2,5
-6.22,-2.45,7.32,0,2,5
-6.71,-1.77,7.0,0,2,5
-6.39,-1.84,6.87,0,2,5
-7.84,-2.32,6.56,0,2,5
-7.08,-2.19,6.61,0,2,5
-4.81,4.3,-3.66,0,2,6
-4.36,3.63,-2.71,0,2,6
-2.53,3.38,-0.62,0,2,6
-4.07,3.22,-2.88,0,2,6
-4.95,0.19,-5.87,0,2,6
-4.5,-1.94,-6.29,0,2,6
-5.48,-1.49,-6.5,0,2,6
-5.34,0.32,-3.61,0,2,6
-6.96,1.32,-3.11,0,2,6
-6.96,1.61,-3.56,0,2,6
-10.06,-0.59,-3.0,0,2,6
-12.75,-3.94,-6.88,0,2,6
-11.68,-7.47,-10.86,0,2,6
-12.4,-13.1,-11.64,0,2,6
-13.45,-12.95,-12.66,0,2,6
-12.25,-7.76,-11.64,0,2,6
-9.43,-0.65,-6.6,0,2,6
-10.35,6.12,-2.66,0,2,6
-10.16,12.49,5.7,0,2,6
-5.22,14.48,10.22,0,2,6
-11.67,9.98,11.41,0,2,6
-15.11,6.1,4.52,0,2,6
-5.14,0.59,14.34,0,2,6
-2.44,-1.45,18.21,0,2,6
-2.5,-0.04,19.62,0,2,6
-3.1,1.01,19.62,0,2,6
-2.64,1.08,19.62,0,2,6
-0.76,-2.25,19.62,0,2,6
-0.39,-3.51,17.5,0,2,6
-1.96,0.74,14.79,0,2,6
-2.18,0.46,12.61,0,2,6
0.08,-2.24,9.91,0,2,6
0.87,-2.28,8.62,0,2,6
-0.59,-0.79,6.36,0,2,6
0.3,0.67,5.44,0,2,6
0.56,1.11,5.85,0,2,6
-0.12,0.43,4.5,0,2,6
-0.65,-1.4,3.11,0,2,6
0.04,-2.4,3.07,0,2,6
0.12,-3.35,3.71,0,2,6
-0.17,-3.42,4.62,0,2,6
-0.03,-3.65,5.72,0,2,6
-1.13,-3.52,6.36,0,2,6
-3.65,-3.83,7.19,0,2,6
-4.39,-4.7,8.55,0,2,6
-5.05,-5.48,9.32,0,2,6
-5.25,-6.28,9.56,0,2,6
-7.11,-6.56,9.17,0,2,6
-7.95,-6.6,9.41,0,2,6
-7.66,-6.56,8.27,0,2,6
-7.59,-6.1,8.34,0,2,6
-7.53,-5.24,7.55,0,2,6
-7.46,-4.59,6.61,0,2,6
-6.81,-4.15,5.96,0,2,6
-6.55,-3.91,5.56,0,2,6
-6.76,-3.8,5.09,0,2,6
-5.93,-3.86,5.19,0,2,6
-5.86,-3.34,4.88,0,2,6
-5.54,-3.08,4.86,0,2,6
-5.31,-2.8,5.2,0,2,6
-5.15,-3.15,5.06,0,2,6
-5.31,-3.52,4.84,0,2,6
-5.53,-3.8,4.84,0,2,6
-5.71,-4.24,5.51,0,2,6
-5.39,-4.9,6.42,0,2,6
-5.36,-5.56,6.67,0,2,6
-5.13,-5.76,6.72,0,2,6
-5.16,-5.55,6.72,0,2,6
-5.08,-5.09,7.08,0,2,6
-4.72,-4.67,7.67,0,2,6
-4.91,-4.44,7.54,0,2,6
-5.02,-4.49,7.46,0,2,6
-5.03,-4.39,7.52,0,2,6
-4.67,-4.15,7.62,0,2,6
-4.44,-3.69,7.96,0,2,6
-3.76,-3.28,8.37,0,2,6
-3.98,-3.23,8.28,0,2,6
-4.34,-3.59,7.86,0,2,6
-4.85,-3.82,6.67,0,2,6
-4.8,-3.84,6.57,0,2,6
-4.48,-3.91,7.33,0,2,6
-3.95,-3.9,6.9,0,2,6
-4.51,-3.81,6.59,0,2,6
-4.13,-3.91,6.87,0,2,6
-4.65,-3.58,7.1,0,2,6
-5.35,-3.09,6.9,0,2,6
-5.37,-2.93,7.21,0,2,6
-6.01,-3.68,6.74,0,2,6
-5.56,-4.39,7.05,0,2,6
-5.88,-3.95,7.34,0,2,6
-6.22,-2.45,7.32,0,2,6
-6.71,-1.77,7.0,0,2,6
-6.39,-1.84,6.87,0,2,6
-7.84,-2.32,6.56,0,2,6
-7.08,-2.19,6.61,0,2,6
-7.63,-0.93,6.28,0,2,6
-7.75,0.16,6.37,0,2,6
-7.63,0.42,6.56,0,2,6
-7.17,0.27,7.33,0,2,6
-7.95,0.54,6.69,0,2,6
-4.5,-1.94,-6.29,0,2,7
-5.48,-1.49,-6.5,0,2,7
-5.34,0.32,-3.61,0,2,7
-6.96,1.32,-3.11,0,2,7
-6.96,1.61,-3.56,0,2,7
-10.06,-0.59,-3.0,0,2,7
-12.75,-3.94,-6.88,0,2,7
-11.68,-7.47,-10.86,0,2,7
-12.4,-13.1,-11.64,0,2,7
-13.45,-12.95,-12.66,0,2,7
-12.25,-7.76,-11.64,0,2,7
-9.43,-0.65,-6.6,0,2,7
-10.35,6.12,-2.66,0,2,7
-10.16,12.49,5.7,0,2,7
-5.22,14.48,10.22,0,2,7
-11.67,9.98,11.41,0,2,7
-15.11,6.1,4.52,0,2,7
-5.14,0.59,14.34,0,2,7
-2.44,-1.45,18.21,0,2,7
-2.5,-0.04,19.62,0,2,7
-3.1,1.01,19.62,0,2,7
-2.64,1.08,19.62,0,2,7
-0.76,-2.25,19.62,0,2,7
-0.39,-3.51,17.5,0,2,7
-1.96,0.74,14.79,0,2,7
-2.18,0.46,12.61,0,2,7
0.08,-2.24,9.91,0,2,7
0.87,-2.28,8.62,0,2,7
-0.59,-0.79,6.36,0,2,7
0.3,0.67,5.44,0,2,7
0.56,1.11,5.85,0,2,7
-0.12,0.43,4.5,0,2,7
-0.65,-1.4,3.11,0,2,7
0.04,-2.4,3.07,0,2,7
0.12,-3.35,3.71,0,2,7
-0.17,-3.42,4.62,0,2,7
-0.03,-3.65,5.72,0,2,7
-1.13,-3.52,6.36,0,2,7
-3.65,-3.83,7.19,0,2,7
-4.39,-4.7,8.55,0,2,7
-5.05,-5.48,9.32,0,2,7
-5.25,-6.28,9.56,0,2,7
-7.11,-6.56,9.17,0,2,7
-7.95,-6.6,9.41,0,2,7
-7.66,-6.56,8.27,0,2,7
-7.59,-6.1,8.34,0,2,7
-7.53,-5.24,7.55,0,2,7
-7.46,-4.59,6.61,0,2,7
-6.81,-4.15,5.96,0,2,7
-6.55,-3.91,5.56,0,2,7
-6.76,-3.8,5.09,0,2,7
-5.93,-3.86,5.19,0,2,7
-5.86,-3.34,4.88,0,2,7
-5.54,-3.08,4.86,0,2,7
-5.31,-2.8,5.2,0,2,7
-5.15,-3.15,5.06,0,2,7
-5.31,-3.52,4.84,0,2,7
-5.53,-3.8,4.84,0,2,7
-5.71,-4.24,5.51,0,2,7
-5.39,-4.9,6.42,0,2,7
-5.36,-5.56,6.67,0,2,7
-5.13,-5.76,6.72,0,2,7
-5.16,-5.55,6.72,0,2,7
-5.08,-5.09,7.08,0,2,7
-4.72,-4.67,7.67,0,2,7
-4.91,-4.44,7.54,0,2,7
-5.02,-4.49,7.46,0,2,7
-5.03,-4.39,7.52,0,2,7
-4.67,-4.15,7.62,0,2,7
-4.44,-3.69,7.96,0,2,7
-3.76,-3.28,8.37,0,2,7
-3.98,-3.23,8.28,0,2,7
-4.34,-3.59,7.86,0,2,7
-4.85,-3.82,6.67,0,2,7
-4.8,-3.84,6.57,0,2,7
-4.48,-3.91,7.33,0,2,7
-3.95,-3.9,6.9,0,2,7
-4.51,-3.81,6.59,0,2,7
-4.13,-3.91,6.87,0,2,7
-4.65,-3.58,7.1,0,2,7
-5.35,-3.09,6.9,0,2,7
-5.37,-2.93,7.21,0,2,7
-6.01,-3.68,6.74,0,2,7
-5.56,-4.39,7.05,0,2,7
-5.88,-3.95,7.34,0,2,7
-6.22,-2.45,7.32,0,2,7
-6.71,-1.77,7.0,0,2,7
-6.39,-1.84,6.87,0,2,7
-7.84,-2.32,6.56,0,2,7
-7.08,-2.19,6.61,0,2,7
-7.63,-0.93,6.28,0,2,7
-7.75,0.16,6.37,0,2,7
-7.63,0.42,6.56,0,2,7
-7.17,0.27,7.33,0,2,7
-7.95,0.54,6.69,0,2,7
-8.69,1.21,6.67,0,2,7
-9.33,0.84,7.19,0,2,7
-8.82,1.08,7.22,0,2,7
-8.84,1.51,6.91,0,2,7
-9.13,1.26,6.55,0,2,7
-10.06,-0.59,-3.0,0,2,8
-12.75,-3.94,-6.88,0,2,8
-11.68,-7.47,-10.86,0,2,8
-12.4,-13.1,-11.64,0,2,8
-13.45,-12.95,-12.66,0,2,8
-12.25,-7.76,-11.64,0,2,8
-9.43,-0.65,-6.6,0,2,8
-10.35,6.12,-2.66,0,2,8
-10.16,12.49,5.7,0,2,8
-5.22,14.48,10.22,0,2,8
-11.67,9.98,11.41,0,2,8
-15.11,6.1,4.52,0,2,8
-5.14,0.59,14.34,0,2,8
-2.44,-1.45,18.21,0,2,8
-2.5,-0.04,19.62,0,2,8
-3.1,1.01,19.62,0,2,8
-2.64,1.08,19.62,0,2,8
-0.76,-2.25,19.62,0,2,8
-0.39,-3.51,17.5,0,2,8
-1.96,0.74,14.79,0,2,8
-2.18,0.46,12.61,0,2,8
0.08,-2.24,9.91,0,2,8
0.87,-2.28,8.62,0,2,8
-0.59,-0.79,6.36,0,2,8
0.3,0.67,5.44,0,2,8
0.56,1.11,5.85,0,2,8
-0.12,0.43,4.5,0,2,8
-0.65,-1.4,3.11,0,2,8
0.04,-2.4,3.07,0,2,8
0.12,-3.35,3.71,0,2,8
-0.17,-3.42,4.62,0,2,8
-0.03,-3.65,5.72,0,2,8
-1.13,-3.52,6.36,0,2,8
-3.65,-3.83,7.19,0,2,8
-4.39,-4.7,8.55,0,2,8
-5.05,-5.48,9.32,0,2,8
-5.25,-6.28,9.56,0,2,8
-7.11,-6.56,9.17,0,2,8
-7.95,-6.6,9.41,0,2,8
-7.66,-6.56,8.27,0,2,8
-7.59,-6.1,8.34,0,2,8
-7.53,-5.24,7.55,0,2,8
-7.46,-4.59,6.61,0,2,8
-6.81,-4.15,5.96,0,2,8
-6.55,-3.91,5.56,0,2,8
-6.76,-3.8,5.09,0,2,8
-5.93,-3.86,5.19,0,2,8
-5.86,-3.34,4.88,0,2,8
-5.54,-3.08,4.86,0,2,8
-5.31,-2.8,5.2,0,2,8
-5.15,-3.15,5.06,0,2,8
-5.31,-3.52,4.84,0,2,8
-5.53,-3.8,4.84,0,2,8
-5.71,-4.24,5.51,0,2,8
-5.39,-4.9,6.42,0,2,8
-5.36,-5.56,6.67,0,2,8
-5.13,-5.76,6.72,0,2,8
-5.16,-5.55,6.72,0,2,8
-5.08,-5.09,7.08,0,2,8
-4.72,-4.67,7.67,0,2,8
-4.91,-4.44,7.54,0,2,8
-5.02,-4.49,7.46,0,2,8
-5.03,-4.39,7.52,0,2,8
-4.67,-4.15,7.62,0,2,8
-4.44,-3.69,7.96,0,2,8
-3.76,-3.28,8.37,0,2,8
-3.98,-3.23,8.28,0,2,8
-4.34,-3.59,7.86,0,2,8
-4.85,-3.82,6.67,0,2,8
-4.8,-3.84,6.57,0,2,8
-4.48,-3.91,7.33,0,2,8
-3.95,-3.9,6.9,0,2,8
-4.51,-3.81,6.59,0,2,8
-4.13,-3.91,6.87,0,2,8
-4.65,-3.58,7.1,0,2,8
-5.35,-3.09,6.9,0,2,8
-5.37,-2.93,7.21,0,2,8
-6.01,-3.68,6.74,0,2,8
-5.56,-4.39,7.05,0,2,8
-5.88,-3.95,7.34,0,2,8
-6.22,-2.45,7.32,0,2,8
-6.71,-1.77,7.0,0,2,8
-6.39,-1.84,6.87,0,2,8
-7.84,-2.32,6.56,0,2,8
-7.08,-2.19,6.61,0,2,8
-7.63,-0.93,6.28,0,2,8
-7.75,0.16,6.37,0,2,8
-7.63,0.42,6.56,0,2,8
-7.17,0.27,7.33,0,2,8
-7.95,0.54,6.69,0,2,8
-8.69,1.21,6.67,0,2,8
-9.33,0.84,7.19,0,2,8
-8.82,1.08,7.22,0,2,8
-8.84,1.51,6.91,0,2,8
-9.13,1.26,6.55,0,2,8
-8.98,1.48,6.27,0,2,8
-8.95,1.5,6.63,0,2,8
-9.21,0.87,5.76,0,2,8
-9.2,1.16,4.83,0,2,8
-8.92,0.93,4.89,0,2,8
-12.25,-7.76,-11.64,0,2,9
-9.43,-0.65,-6.6,0,2,9
-10.35,6.12,-2.66,0,2,9
-10.16,12.49,5.7,0,2,9
-5.22,14.48,10.22,0,2,9
-11.67,9.98,11.41,0,2,9
-15.11,6.1,4.52,0,2,9
-5.14,0.59,14.34,0,2,9
-2.44,-1.45,18.21,0,2,9
-2.5,-0.04,19.62,0,2,9
-3.1,1.01,19.62,0,2,9
-2.64,1.08,19.62,0,2,9
-0.76,-2.25,19.62,0,2,9
-0.39,-3.51,17.5,0,2,9
-1.96,0.74,14.79,0,2,9
-2.18,0.46,12.61,0,2,9
0.08,-2.24,9.91,0,2,9
0.87,-2.28,8.62,0,2,9
-0.59,-0.79,6.36,0,2,9
0.3,0.67,5.44,0,2,9
0.56,1.11,5.85,0,2,9
-0.12,0.43,4.5,0,2,9
-0.65,-1.4,3.11,0,2,9
0.04,-2.4,3.07,0,2,9
0.12,-3.35,3.71,0,2,9
-0.17,-3.42,4.62,0,2,9
-0.03,-3.65,5.72,0,2,9
-1.13,-3.52,6.36,0,2,9
-3.65,-3.83,7.19,0,2,9
-4.39,-4.7,8.55,0,2,9
-5.05,-5.48,9.32,0,2,9
-5.25,-6.28,9.56,0,2,9
-7.11,-6.56,9.17,0,2,9
-7.95,-6.6,9.41,0,2,9
-7.66,-6.56,8.27,0,2,9
-7.59,-6.1,8.34,0,2,9
-7.53,-5.24,7.55,0,2,9
-7.46,-4.59,6.61,0,2,9
-6.81,-4.15,5.96,0,2,9
-6.55,-3.91,5.56,0,2,9
-6.76,-3.8,5.09,0,2,9
-5.93,-3.86,5.19,0,2,9
-5.86,-3.34,4.88,0,2,9
-5.54,-3.08,4.86,0,2,9
-5.31,-2.8,5.2,0,2,9
-5.15,-3.15,5.06,0,2,9
-5.31,-3.52,4.84,0,2,9
-5.53,-3.8,4.84,0,2,9
-5.71,-4.24,5.51,0,2,9
-5.39,-4.9,6.42,0,2,9
-5.36,-5.56,6.67,0,2,9
-5.13,-5.76,6.72,0,2,9
-5.16,-5.55,6.72,0,2,9
-5.08,-5.09,7.08,0,2,9
-4.72,-4.67,7.67,0,2,9
-4.91,-4.44,7.54,0,2,9
-5.02,-4.49,7.46,0,2,9
-5.03,-4.39,7.52,0,2,9
-4.67,-4.15,7.62,0,2,9
-4.44,-3.69,7.96,0,2,9
-3.76,-3.28,8.37,0,2,9
-3.98,-3.23,8.28,0,2,9
-4.34,-3.59,7.86,0,2,9
-4.85,-3.82,6.67,0,2,9
-4.8,-3.84,6.57,0,2,9
-4.48,-3.91,7.33,0,2,9
-3.95,-3.9,6.9,0,2,9
-4.51,-3.81,6.59,0,2,9
-4.13,-3.91,6.87,0,2,9
-4.65,-3.58,7.1,0,2,9
-5.35,-3.09,6.9,0,2,9
-5.37,-2.93,7.21,0,2,9
-6.01,-3.68,6.74,0,2,9
-5.56,-4.39,7.05,0,2,9
-5.88,-3.95,7.34,0,2,9
-6.22,-2.45,7.32,0,2,9
-6.71,-1.77,7.0,0,2,9
-6.39,-1.84,6.87,0,2,9
-7.84,-2.32,6.56,0,2,9
-7.08,-2.19,6.61,0,2,9
-7.63,-0.93,6.28,0,2,9
-7.75,0.16,6.37,0,2,9
-7.63,0.42,6.56,0,2,9
-7.17,0.27,7.33,0,2,9
-7.95,0.54,6.69,0,2,9
-8.69,1.21,6.67,0,2,9
-9.33,0.84,7.19,0,2,9
-8.82,1.08,7.22,0,2,9
-8.84,1.51,6.91,0,2,9
-9.13,1.26,6.55,0,2,9
-8.98,1.48,6.27,0,2,9
-8.95,1.5,6.63,0,2,9
-9.21,0.87,5.76,0,2,9
-9.2,1.16,4.83,0,2,9
-8.92,0.93,4.89,0,2,9
-8.31,0.97,4.56,0,2,9
-8.75,0.64,4.04,0,2,9
-8.81,-0.72,3.44,0,2,9
-8.26,-1.87,3.09,0,2,9
-7.73,-2.32,2.63,0,2,9
-11.67,9.98,11.41,0,2,10
-15.11,6.1,4.52,0,2,10
-5.14,0.59,14.34,0,2,10
-2.44,-1.45,18.21,0,2,10
-2.5,-0.04,19.62,0,2,10
-3.1,1.01,19.62,0,2,10
-2.64,1.08,19.62,0,2,10
-0.76,-2.25,19.62,0,2,10
-0.39,-3.51,17.5,0,2,10
-1.96,0.74,14.79,0,2,10
-2.18,0.46,12.61,0,2,10
0.08,-2.24,9.91,0,2,10
0.87,-2.28,8.62,0,2,10
-0.59,-0.79,6.36,0,2,10
0.3,0.67,5.44,0,2,10
0.56,1.11,5.85,0,2,10
-0.12,0.43,4.5,0,2,10
-0.65,-1.4,3.11,0,2,10
0.04,-2.4,3.07,0,2,10
0.12,-3.35,3.71,0,2,10
-0.17,-3.42,4.62,0,2,10
-0.03,-3.65,5.72,0,2,10
-1.13,-3.52,6.36,0,2,10
-3.65,-3.83,7.19,0,2,10
-4.39,-4.7,8.55,0,2,10
-5.05,-5.48,9.32,0,2,10
-5.25,-6.28,9.56,0,2,10
-7.11,-6.56,9.17,0,2,10
-7.95,-6.6,9.41,0,2,10
-7.66,-6.56,8.27,0,2,10
-7.59,-6.1,8.34,0,2,10
-7.53,-5.24,7.55,0,2,10
-7.46,-4.59,6.61,0,2,10
-6.81,-4.15,5.96,0,2,10
-6.55,-3.91,5.56,0,2,10
-6.76,-3.8,5.09,0,2,10
-5.93,-3.86,5.19,0,2,10
-5.86,-3.34,4.88,0,2,10
-5.54,-3.08,4.86,0,2,10
-5.31,-2.8,5.2,0,2,10
-5.15,-3.15,5.06,0,2,10
-5.31,-3.52,4.84,0,2,10
-5.53,-3.8,4.84,0,2,10
-5.71,-4.24,5.51,0,2,10
-5.39,-4.9,6.42,0,2,10
-5.36,-5.56,6.67,0,2,10
-5.13,-5.76,6.72,0,2,10
-5.16,-5.55,6.72,0,2,10
-5.08,-5.09,7.08,0,2,10
-4.72,-4.67,7.67,0,2,10
-4.91,-4.44,7.54,0,2,10
-5.02,-4.49,7.46,0,2,10
-5.03,-4.39,7.52,0,2,10
-4.67,-4.15,7.62,0,2,10
-4.44,-3.69,7.96,0,2,10
-3.76,-3.28,8.37,0,2,10
-3.98,-3.23,8.28,0,2,10
-4.34,-3.59,7.86,0,2,10
-4.85,-3.82,6.67,0,2,10
-4.8,-3.84,6.57,0,2,10
-4.48,-3.91,7.33,0,2,10
-3.95,-3.9,6.9,0,2,10
-4.51,-3.81,6.59,0,2,10
-4.13,-3.91,6.87,0,2,10
-4.65,-3.58,7.1,0,2,10
-5.35,-3.09,6.9,0,2,10
-5.37,-2.93,7.21,0,2,10
-6.01,-3.68,6.74,0,2,10
-5.56,-4.39,7.05,0,2,10
-5.88,-3.95,7.34,0,2,10
-6.22,-2.45,7.32,0,2,10
-6.71,-1.77,7.0,0,2,10
-6.39,-1.84,6.87,0,2,10
-7.84,-2.32,6.56,0,2,10
-7.08,-2.19,6.61,0,2,10
-7.63,-0.93,6.28,0,2,10
-7.75,0.16,6.37,0,2,10
-7.63,0.42,6.56,0,2,10
-7.17,0.27,7.33,0,2,10
-7.95,0.54,6.69,0,2,10
-8.69,1.21,6.67,0,2,10
-9.33,0.84,7.19,0,2,10
-8.82,1.08,7.22,0,2,10
-8.84,1.51,6.91,0,2,10
-9.13,1.26,6.55,0,2,10
-8.98,1.48,6.27,0,2,10
-8.95,1.5,6.63,0,2,10
-9.21,0.87,5.76,0,2,10
-9.2,1.16,4.83,0,2,10
-8.92,0.93,4.89,0,2,10
-8.31,0.97,4.56,0,2,10
-8.75,0.64,4.04,0,2,10
-8.81,-0.72,3.44,0,2,10
-8.26,-1.87,3.09,0,2,10
-7.73,-2.32,2.63,0,2,10
-7.7,-3.54,2.66,0,2,10
-9.54,-4.43,1.93,0,2,10
-10.12,-4.79,1.29,0,2,10
-9.95,-3.79,1.42,0,2,10
-9.67,-2.79,1.9,0,2,10
-7.32,-2.79,-4.22,1,3,1
-7.42,-3.11,-3.96,1,3,1
-7.78,-1.15,-3.02,1,3,1
-7.43,-0.38,-1.66,1,3,1
-7.42,-0.21,-0.9,1,3,1
-6.67,0.62,-1.02,0,3,1
-5.03,-0.2,-2.04,0,3,1
-3.97,-3.85,-3.02,0,3,1
-3.43,-5.37,-3.53,0,3,1
-7.04,-6.18,-9.18,0,3,1
-7.75,-5.44,-7.32,0,3,1
-6.61,-4.16,-3.61,0,3,1
-6.55,-2.22,-4.36,0,3,1
-8.5,-1.13,-4.64,0,3,1
-9.5,-0.55,-4.09,0,3,1
-9.11,-3.03,-5.04,0,3,1
-7.44,-5.53,-5.62,0,3,1
-6.66,-4.55,-4.93,0,3,1
-9.65,-2.05,-4.13,0,3,1
-12.23,-2.23,-3.78,0,3,1
-11.11,-4.0,-5.11,0,3,1
-10.4,-6.5,-6.11,0,3,1
-11.69,-7.29,-5.96,0,3,1
-14.65,-5.59,-4.34,0,3,1
-19.62,-15.94,1.37,0,3,1
-10.71,-3.14,1.02,0,3,1
-6.55,-1.99,3.51,0,3,1
-8.47,-10.16,-1.76,0,3,1
-8.58,-7.89,-6.12,0,3,1
-6.16,-4.57,-0.8,0,3,1
-1.93,-4.46,4.46,0,3,1
8.77,-11.61,6.39,0,3,1
8.05,-6.56,0.92,0,3,1
4.63,-7.36,1.97,0,3,1
6.98,-10.91,6.35,0,3,1
5.3,-13.41,0.22,0,3,1
8.26,-12.24,0.53,0,3,1
7.65,-10.9,3.58,0,3,1
7.44,-12.21,4.26,0,3,1
6.69,-13.23,1.83,0,3,1
5.85,-11.45,2.27,0,3,1
5.25,-10.52,1.06,0,3,1
5.45,-10.4,2.08,0,3,1
4.24,-10.3,0.36,0,3,1
3.77,-10.08,-0.45,0,3,1
2.46,-9.24,-0.85,0,3,1
2.66,-9.49,-0.63,0,3,1
1.28,-8.62,-0.8,0,3,1
0.82,-8.84,-1.05,0,3,1
1.37,-9.94,-0.69,0,3,1
1.17,-10.08,-2.03,0,3,1
1.53,-9.7,-1.31,0,3,1
1.48,-9.62,-1.11,0,3,1
1.14,-8.77,-1.11,0,3,1
0.88,-9.31,-1.84,0,3,1
0.93,-9.59,-2.04,0,3,1
1.13,-9.71,-2.23,0,3,1
1.14,-9.7,-2.12,0,3,1
1.45,-9.49,-2.01,0,3,1
1.48,-9.38,-2.24,0,3,1
2.05,-10.77,-3.21,0,3,1
3.34,-11.71,-3.52,0,3,1
1.42,-10.88,-4.92,0,3,1
2.12,-8.9,-3.68,0,3,1
2.21,-7.58,-2.61,0,3,1
1.01,-7.31,-3.23,0,3,1
1.78,-8.67,-3.09,0,3,1
2.1,-9.98,-3.71,0,3,1
2.26,-10.09,-4.26,0,3,1
2.15,-9.54,-4.21,0,3,1
2.13,-8.8,-3.66,0,3,1
2.4,-8.52,-3.18,0,3,1
2.4,-8.82,-3.3,0,3,1
2.17,-9.41,-3.63,0,3,1
2.14,-9.51,-3.54,0,3,1
2.25,-9.24,-3.31,0,3,1
2.09,-8.98,-3.35,0,3,1
1.9,-8.88,-3.33,0,3,1
1.97,-9.02,-3.33,0,3,1
1.83,-9.07,-3.14,0,3,1
1.9,-9.22,-3.23,0,3,1
1.85,-9.34,-3.39,0,3,1
2.04,-9.31,-3.18,0,3,1
1.94,-9.14,-3.01,0,3,1
2.03,-9.13,-3.02,0,3,1
1.93,-9.26,-3.16,0,3,1
1.87,-9.29,-3.29,0,3,1
1.84,-9.32,-3.3,0,3,1
1.99,-9.22,-3.14,0,3,1
1.96,-9.23,-3.1,0,3,1
1.88,-9.32,-3.16,0,3,1
1.92,-9.23,-3.19,0,3,1
1.97,-9.19,-2.89,0,3,1
1.95,-9.18,-3.15,0,3,1
1.96,-9.28,-3.12,0,3,1
1.99,-9.29,-3.05,0,3,1
1.97,-9.19,-3.12,0,3,1
2.0,-9.26,-3.1,0,3,1
1.89,-9.21,-3.34,0,3,1
2.02,-9.26,-2.98,0,3,1
-6.67,0.62,-1.02,0,3,2
-5.03,-0.2,-2.04,0,3,2
-3.97,-3.85,-3.02,0,3,2
-3.43,-5.37,-3.53,0,3,2
-7.04,-6.18,-9.18,0,3,2
-7.75,-5.44,-7.32,0,3,2
-6.61,-4.16,-3.61,0,3,2
-6.55,-2.22,-4.36,0,3,2
-8.5,-1.13,-4.64,0,3,2
-9.5,-0.55,-4.09,0,3,2
-9.11,-3.03,-5.04,0,3,2
-7.44,-5.53,-5.62,0,3,2
-6.66,-4.55,-4.93,0,3,2
